"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"01/01/2025 12:00:00 - 01/01/2025 12:15:00","BZN|LV","Without Sequence","77.02","",""
"01/01/2025 12:15:00 - 01/01/2025 12:30:00","BZN|LV","Without Sequence","77.02","",""
"01/01/2025 12:30:00 - 01/01/2025 12:45:00","BZN|LV","Without Sequence","77.02","",""
"01/01/2025 12:45:00 - 01/01/2025 13:00:00","BZN|LV","Without Sequence","77.02","",""
"01/01/2025 13:00:00 - 01/01/2025 13:15:00","BZN|LV","Without Sequence","80.00","",""
"01/01/2025 13:15:00 - 01/01/2025 13:30:00","BZN|LV","Without Sequence","80.00","",""
"01/01/2025 13:30:00 - 01/01/2025 13:45:00","BZN|LV","Without Sequence","80.00","",""
"01/01/2025 13:45:00 - 01/01/2025 14:00:00","BZN|LV","Without Sequence","80.00","",""
"01/01/2025 14:00:00 - 01/01/2025 14:15:00","BZN|LV","Without Sequence","85.17","",""
"01/01/2025 14:15:00 - 01/01/2025 14:30:00","BZN|LV","Without Sequence","85.17","",""
"01/01/2025 14:30:00 - 01/01/2025 14:45:00","BZN|LV","Without Sequence","85.17","",""
"01/01/2025 14:45:00 - 01/01/2025 15:00:00","BZN|LV","Without Sequence","85.17","",""
"01/01/2025 15:00:00 - 01/01/2025 15:15:00","BZN|LV","Without Sequence","93.19","",""
"01/01/2025 15:15:00 - 01/01/2025 15:30:00","BZN|LV","Without Sequence","93.19","",""
"01/01/2025 15:30:00 - 01/01/2025 15:45:00","BZN|LV","Without Sequence","93.19","",""
"01/01/2025 15:45:00 - 01/01/2025 16:00:00","BZN|LV","Without Sequence","93.19","",""
"01/01/2025 16:00:00 - 01/01/2025 16:15:00","BZN|LV","Without Sequence","101.72","",""
"01/01/2025 16:15:00 - 01/01/2025 16:30:00","BZN|LV","Without Sequence","101.72","",""
"01/01/2025 16:30:00 - 01/01/2025 16:45:00","BZN|LV","Without Sequence","101.72","",""
"01/01/2025 16:45:00 - 01/01/2025 17:00:00","BZN|LV","Without Sequence","101.72","",""
"01/01/2025 17:00:00 - 01/01/2025 17:15:00","BZN|LV","Without Sequence","99.89","",""
"01/01/2025 17:15:00 - 01/01/2025 17:30:00","BZN|LV","Without Sequence","99.89","",""
"01/01/2025 17:30:00 - 01/01/2025 17:45:00","BZN|LV","Without Sequence","99.89","",""
"01/01/2025 17:45:00 - 01/01/2025 18:00:00","BZN|LV","Without Sequence","99.89","",""
"01/01/2025 18:00:00 - 01/01/2025 18:15:00","BZN|LV","Without Sequence","101.71","",""
"01/01/2025 18:15:00 - 01/01/2025 18:30:00","BZN|LV","Without Sequence","101.71","",""
"01/01/2025 18:30:00 - 01/01/2025 18:45:00","BZN|LV","Without Sequence","101.71","",""
"01/01/2025 18:45:00 - 01/01/2025 19:00:00","BZN|LV","Without Sequence","101.71","",""
"01/01/2025 19:00:00 - 01/01/2025 19:15:00","BZN|LV","Without Sequence","92.43","",""
"01/01/2025 19:15:00 - 01/01/2025 19:30:00","BZN|LV","Without Sequence","92.43","",""
"01/01/2025 19:30:00 - 01/01/2025 19:45:00","BZN|LV","Without Sequence","92.43","",""
"01/01/2025 19:45:00 - 01/01/2025 20:00:00","BZN|LV","Without Sequence","92.43","",""
"01/01/2025 20:00:00 - 01/01/2025 20:15:00","BZN|LV","Without Sequence","89.99","",""
"01/01/2025 20:15:00 - 01/01/2025 20:30:00","BZN|LV","Without Sequence","89.99","",""
"01/01/2025 20:30:00 - 01/01/2025 20:45:00","BZN|LV","Without Sequence","89.99","",""
"01/01/2025 20:45:00 - 01/01/2025 21:00:00","BZN|LV","Without Sequence","89.99","",""
"01/01/2025 21:00:00 - 01/01/2025 21:15:00","BZN|LV","Without Sequence","106.22","",""
"01/01/2025 21:15:00 - 01/01/2025 21:30:00","BZN|LV","Without Sequence","106.22","",""
"01/01/2025 21:30:00 - 01/01/2025 21:45:00","BZN|LV","Without Sequence","106.22","",""
"01/01/2025 21:45:00 - 01/01/2025 22:00:00","BZN|LV","Without Sequence","106.22","",""
"01/01/2025 22:00:00 - 01/01/2025 22:15:00","BZN|LV","Without Sequence","106.22","",""
"01/01/2025 22:15:00 - 01/01/2025 22:30:00","BZN|LV","Without Sequence","106.22","",""
"01/01/2025 22:30:00 - 01/01/2025 22:45:00","BZN|LV","Without Sequence","106.22","",""
"01/01/2025 22:45:00 - 01/01/2025 23:00:00","BZN|LV","Without Sequence","106.22","",""
"01/01/2025 23:00:00 - 01/01/2025 23:15:00","BZN|LV","Without Sequence","90.60","",""
"01/01/2025 23:15:00 - 01/01/2025 23:30:00","BZN|LV","Without Sequence","90.60","",""
"01/01/2025 23:30:00 - 01/01/2025 23:45:00","BZN|LV","Without Sequence","90.60","",""
"01/01/2025 23:45:00 - 02/01/2025 00:00:00","BZN|LV","Without Sequence","90.60","",""
"02/01/2025 00:00:00 - 02/01/2025 00:15:00","BZN|LV","Without Sequence","51.32","",""
"02/01/2025 00:15:00 - 02/01/2025 00:30:00","BZN|LV","Without Sequence","51.32","",""
"02/01/2025 00:30:00 - 02/01/2025 00:45:00","BZN|LV","Without Sequence","51.32","",""
"02/01/2025 00:45:00 - 02/01/2025 01:00:00","BZN|LV","Without Sequence","51.32","",""
"02/01/2025 01:00:00 - 02/01/2025 01:15:00","BZN|LV","Without Sequence","42.01","",""
"02/01/2025 01:15:00 - 02/01/2025 01:30:00","BZN|LV","Without Sequence","42.01","",""
"02/01/2025 01:30:00 - 02/01/2025 01:45:00","BZN|LV","Without Sequence","42.01","",""
"02/01/2025 01:45:00 - 02/01/2025 02:00:00","BZN|LV","Without Sequence","42.01","",""
"02/01/2025 02:00:00 - 02/01/2025 02:15:00","BZN|LV","Without Sequence","40.73","",""
"02/01/2025 02:15:00 - 02/01/2025 02:30:00","BZN|LV","Without Sequence","40.73","",""
"02/01/2025 02:30:00 - 02/01/2025 02:45:00","BZN|LV","Without Sequence","40.73","",""
"02/01/2025 02:45:00 - 02/01/2025 03:00:00","BZN|LV","Without Sequence","40.73","",""
"02/01/2025 03:00:00 - 02/01/2025 03:15:00","BZN|LV","Without Sequence","37.03","",""
"02/01/2025 03:15:00 - 02/01/2025 03:30:00","BZN|LV","Without Sequence","37.03","",""
"02/01/2025 03:30:00 - 02/01/2025 03:45:00","BZN|LV","Without Sequence","37.03","",""
"02/01/2025 03:45:00 - 02/01/2025 04:00:00","BZN|LV","Without Sequence","37.03","",""
"02/01/2025 04:00:00 - 02/01/2025 04:15:00","BZN|LV","Without Sequence","42.91","",""
"02/01/2025 04:15:00 - 02/01/2025 04:30:00","BZN|LV","Without Sequence","42.91","",""
"02/01/2025 04:30:00 - 02/01/2025 04:45:00","BZN|LV","Without Sequence","42.91","",""
"02/01/2025 04:45:00 - 02/01/2025 05:00:00","BZN|LV","Without Sequence","42.91","",""
"02/01/2025 05:00:00 - 02/01/2025 05:15:00","BZN|LV","Without Sequence","74.90","",""
"02/01/2025 05:15:00 - 02/01/2025 05:30:00","BZN|LV","Without Sequence","74.90","",""
"02/01/2025 05:30:00 - 02/01/2025 05:45:00","BZN|LV","Without Sequence","74.90","",""
"02/01/2025 05:45:00 - 02/01/2025 06:00:00","BZN|LV","Without Sequence","74.90","",""
"02/01/2025 06:00:00 - 02/01/2025 06:15:00","BZN|LV","Without Sequence","82.76","",""
"02/01/2025 06:15:00 - 02/01/2025 06:30:00","BZN|LV","Without Sequence","82.76","",""
"02/01/2025 06:30:00 - 02/01/2025 06:45:00","BZN|LV","Without Sequence","82.76","",""
"02/01/2025 06:45:00 - 02/01/2025 07:00:00","BZN|LV","Without Sequence","82.76","",""
"02/01/2025 07:00:00 - 02/01/2025 07:15:00","BZN|LV","Without Sequence","94.93","",""
"02/01/2025 07:15:00 - 02/01/2025 07:30:00","BZN|LV","Without Sequence","94.93","",""
"02/01/2025 07:30:00 - 02/01/2025 07:45:00","BZN|LV","Without Sequence","94.93","",""
"02/01/2025 07:45:00 - 02/01/2025 08:00:00","BZN|LV","Without Sequence","94.93","",""
"02/01/2025 08:00:00 - 02/01/2025 08:15:00","BZN|LV","Without Sequence","123.89","",""
"02/01/2025 08:15:00 - 02/01/2025 08:30:00","BZN|LV","Without Sequence","123.89","",""
"02/01/2025 08:30:00 - 02/01/2025 08:45:00","BZN|LV","Without Sequence","123.89","",""
"02/01/2025 08:45:00 - 02/01/2025 09:00:00","BZN|LV","Without Sequence","123.89","",""
"02/01/2025 09:00:00 - 02/01/2025 09:15:00","BZN|LV","Without Sequence","125.70","",""
"02/01/2025 09:15:00 - 02/01/2025 09:30:00","BZN|LV","Without Sequence","125.70","",""
"02/01/2025 09:30:00 - 02/01/2025 09:45:00","BZN|LV","Without Sequence","125.70","",""
"02/01/2025 09:45:00 - 02/01/2025 10:00:00","BZN|LV","Without Sequence","125.70","",""
"02/01/2025 10:00:00 - 02/01/2025 10:15:00","BZN|LV","Without Sequence","123.31","",""
"02/01/2025 10:15:00 - 02/01/2025 10:30:00","BZN|LV","Without Sequence","123.31","",""
"02/01/2025 10:30:00 - 02/01/2025 10:45:00","BZN|LV","Without Sequence","123.31","",""
"02/01/2025 10:45:00 - 02/01/2025 11:00:00","BZN|LV","Without Sequence","123.31","",""
"02/01/2025 11:00:00 - 02/01/2025 11:15:00","BZN|LV","Without Sequence","110.47","",""
"02/01/2025 11:15:00 - 02/01/2025 11:30:00","BZN|LV","Without Sequence","110.47","",""
"02/01/2025 11:30:00 - 02/01/2025 11:45:00","BZN|LV","Without Sequence","110.47","",""
"02/01/2025 11:45:00 - 02/01/2025 12:00:00","BZN|LV","Without Sequence","110.47","",""
"02/01/2025 12:00:00 - 02/01/2025 12:15:00","BZN|LV","Without Sequence","101.39","",""
"02/01/2025 12:15:00 - 02/01/2025 12:30:00","BZN|LV","Without Sequence","101.39","",""
"02/01/2025 12:30:00 - 02/01/2025 12:45:00","BZN|LV","Without Sequence","101.39","",""
"02/01/2025 12:45:00 - 02/01/2025 13:00:00","BZN|LV","Without Sequence","101.39","",""
"02/01/2025 13:00:00 - 02/01/2025 13:15:00","BZN|LV","Without Sequence","108.02","",""
"02/01/2025 13:15:00 - 02/01/2025 13:30:00","BZN|LV","Without Sequence","108.02","",""
"02/01/2025 13:30:00 - 02/01/2025 13:45:00","BZN|LV","Without Sequence","108.02","",""
"02/01/2025 13:45:00 - 02/01/2025 14:00:00","BZN|LV","Without Sequence","108.02","",""
"02/01/2025 14:00:00 - 02/01/2025 14:15:00","BZN|LV","Without Sequence","113.55","",""
"02/01/2025 14:15:00 - 02/01/2025 14:30:00","BZN|LV","Without Sequence","113.55","",""
"02/01/2025 14:30:00 - 02/01/2025 14:45:00","BZN|LV","Without Sequence","113.55","",""
"02/01/2025 14:45:00 - 02/01/2025 15:00:00","BZN|LV","Without Sequence","113.55","",""
"02/01/2025 15:00:00 - 02/01/2025 15:15:00","BZN|LV","Without Sequence","130.11","",""
"02/01/2025 15:15:00 - 02/01/2025 15:30:00","BZN|LV","Without Sequence","130.11","",""
"02/01/2025 15:30:00 - 02/01/2025 15:45:00","BZN|LV","Without Sequence","130.11","",""
"02/01/2025 15:45:00 - 02/01/2025 16:00:00","BZN|LV","Without Sequence","130.11","",""
"02/01/2025 16:00:00 - 02/01/2025 16:15:00","BZN|LV","Without Sequence","136.43","",""
"02/01/2025 16:15:00 - 02/01/2025 16:30:00","BZN|LV","Without Sequence","136.43","",""
"02/01/2025 16:30:00 - 02/01/2025 16:45:00","BZN|LV","Without Sequence","136.43","",""
"02/01/2025 16:45:00 - 02/01/2025 17:00:00","BZN|LV","Without Sequence","136.43","",""
"02/01/2025 17:00:00 - 02/01/2025 17:15:00","BZN|LV","Without Sequence","151.99","",""
"02/01/2025 17:15:00 - 02/01/2025 17:30:00","BZN|LV","Without Sequence","151.99","",""
"02/01/2025 17:30:00 - 02/01/2025 17:45:00","BZN|LV","Without Sequence","151.99","",""
"02/01/2025 17:45:00 - 02/01/2025 18:00:00","BZN|LV","Without Sequence","151.99","",""
"02/01/2025 18:00:00 - 02/01/2025 18:15:00","BZN|LV","Without Sequence","152.60","",""
"02/01/2025 18:15:00 - 02/01/2025 18:30:00","BZN|LV","Without Sequence","152.60","",""
"02/01/2025 18:30:00 - 02/01/2025 18:45:00","BZN|LV","Without Sequence","152.60","",""
"02/01/2025 18:45:00 - 02/01/2025 19:00:00","BZN|LV","Without Sequence","152.60","",""
"02/01/2025 19:00:00 - 02/01/2025 19:15:00","BZN|LV","Without Sequence","139.06","",""
"02/01/2025 19:15:00 - 02/01/2025 19:30:00","BZN|LV","Without Sequence","139.06","",""
"02/01/2025 19:30:00 - 02/01/2025 19:45:00","BZN|LV","Without Sequence","139.06","",""
"02/01/2025 19:45:00 - 02/01/2025 20:00:00","BZN|LV","Without Sequence","139.06","",""
"02/01/2025 20:00:00 - 02/01/2025 20:15:00","BZN|LV","Without Sequence","128.74","",""
"02/01/2025 20:15:00 - 02/01/2025 20:30:00","BZN|LV","Without Sequence","128.74","",""
"02/01/2025 20:30:00 - 02/01/2025 20:45:00","BZN|LV","Without Sequence","128.74","",""
"02/01/2025 20:45:00 - 02/01/2025 21:00:00","BZN|LV","Without Sequence","128.74","",""
"02/01/2025 21:00:00 - 02/01/2025 21:15:00","BZN|LV","Without Sequence","100.91","",""
"02/01/2025 21:15:00 - 02/01/2025 21:30:00","BZN|LV","Without Sequence","100.91","",""
"02/01/2025 21:30:00 - 02/01/2025 21:45:00","BZN|LV","Without Sequence","100.91","",""
"02/01/2025 21:45:00 - 02/01/2025 22:00:00","BZN|LV","Without Sequence","100.91","",""
"02/01/2025 22:00:00 - 02/01/2025 22:15:00","BZN|LV","Without Sequence","101.27","",""
"02/01/2025 22:15:00 - 02/01/2025 22:30:00","BZN|LV","Without Sequence","101.27","",""
"02/01/2025 22:30:00 - 02/01/2025 22:45:00","BZN|LV","Without Sequence","101.27","",""
"02/01/2025 22:45:00 - 02/01/2025 23:00:00","BZN|LV","Without Sequence","101.27","",""
"02/01/2025 23:00:00 - 02/01/2025 23:15:00","BZN|LV","Without Sequence","58.07","",""
"02/01/2025 23:15:00 - 02/01/2025 23:30:00","BZN|LV","Without Sequence","58.07","",""
"02/01/2025 23:30:00 - 02/01/2025 23:45:00","BZN|LV","Without Sequence","58.07","",""
"02/01/2025 23:45:00 - 03/01/2025 00:00:00","BZN|LV","Without Sequence","58.07","",""
"03/01/2025 00:00:00 - 03/01/2025 00:15:00","BZN|LV","Without Sequence","47.80","",""
"03/01/2025 00:15:00 - 03/01/2025 00:30:00","BZN|LV","Without Sequence","47.80","",""
"03/01/2025 00:30:00 - 03/01/2025 00:45:00","BZN|LV","Without Sequence","47.80","",""
"03/01/2025 00:45:00 - 03/01/2025 01:00:00","BZN|LV","Without Sequence","47.80","",""
"03/01/2025 01:00:00 - 03/01/2025 01:15:00","BZN|LV","Without Sequence","50.66","",""
"03/01/2025 01:15:00 - 03/01/2025 01:30:00","BZN|LV","Without Sequence","50.66","",""
"03/01/2025 01:30:00 - 03/01/2025 01:45:00","BZN|LV","Without Sequence","50.66","",""
"03/01/2025 01:45:00 - 03/01/2025 02:00:00","BZN|LV","Without Sequence","50.66","",""
"03/01/2025 02:00:00 - 03/01/2025 02:15:00","BZN|LV","Without Sequence","37.42","",""
"03/01/2025 02:15:00 - 03/01/2025 02:30:00","BZN|LV","Without Sequence","37.42","",""
"03/01/2025 02:30:00 - 03/01/2025 02:45:00","BZN|LV","Without Sequence","37.42","",""
"03/01/2025 02:45:00 - 03/01/2025 03:00:00","BZN|LV","Without Sequence","37.42","",""
"03/01/2025 03:00:00 - 03/01/2025 03:15:00","BZN|LV","Without Sequence","33.43","",""
"03/01/2025 03:15:00 - 03/01/2025 03:30:00","BZN|LV","Without Sequence","33.43","",""
"03/01/2025 03:30:00 - 03/01/2025 03:45:00","BZN|LV","Without Sequence","33.43","",""
"03/01/2025 03:45:00 - 03/01/2025 04:00:00","BZN|LV","Without Sequence","33.43","",""
"03/01/2025 04:00:00 - 03/01/2025 04:15:00","BZN|LV","Without Sequence","39.92","",""
"03/01/2025 04:15:00 - 03/01/2025 04:30:00","BZN|LV","Without Sequence","39.92","",""
"03/01/2025 04:30:00 - 03/01/2025 04:45:00","BZN|LV","Without Sequence","39.92","",""
"03/01/2025 04:45:00 - 03/01/2025 05:00:00","BZN|LV","Without Sequence","39.92","",""
"03/01/2025 05:00:00 - 03/01/2025 05:15:00","BZN|LV","Without Sequence","68.00","",""
"03/01/2025 05:15:00 - 03/01/2025 05:30:00","BZN|LV","Without Sequence","68.00","",""
"03/01/2025 05:30:00 - 03/01/2025 05:45:00","BZN|LV","Without Sequence","68.00","",""
"03/01/2025 05:45:00 - 03/01/2025 06:00:00","BZN|LV","Without Sequence","68.00","",""
"03/01/2025 06:00:00 - 03/01/2025 06:15:00","BZN|LV","Without Sequence","97.53","",""
"03/01/2025 06:15:00 - 03/01/2025 06:30:00","BZN|LV","Without Sequence","97.53","",""
"03/01/2025 06:30:00 - 03/01/2025 06:45:00","BZN|LV","Without Sequence","97.53","",""
"03/01/2025 06:45:00 - 03/01/2025 07:00:00","BZN|LV","Without Sequence","97.53","",""
"03/01/2025 07:00:00 - 03/01/2025 07:15:00","BZN|LV","Without Sequence","123.89","",""
"03/01/2025 07:15:00 - 03/01/2025 07:30:00","BZN|LV","Without Sequence","123.89","",""
"03/01/2025 07:30:00 - 03/01/2025 07:45:00","BZN|LV","Without Sequence","123.89","",""
"03/01/2025 07:45:00 - 03/01/2025 08:00:00","BZN|LV","Without Sequence","123.89","",""
"03/01/2025 08:00:00 - 03/01/2025 08:15:00","BZN|LV","Without Sequence","125.82","",""
"03/01/2025 08:15:00 - 03/01/2025 08:30:00","BZN|LV","Without Sequence","125.82","",""
"03/01/2025 08:30:00 - 03/01/2025 08:45:00","BZN|LV","Without Sequence","125.82","",""
"03/01/2025 08:45:00 - 03/01/2025 09:00:00","BZN|LV","Without Sequence","125.82","",""
"03/01/2025 09:00:00 - 03/01/2025 09:15:00","BZN|LV","Without Sequence","127.03","",""
"03/01/2025 09:15:00 - 03/01/2025 09:30:00","BZN|LV","Without Sequence","127.03","",""
"03/01/2025 09:30:00 - 03/01/2025 09:45:00","BZN|LV","Without Sequence","127.03","",""
"03/01/2025 09:45:00 - 03/01/2025 10:00:00","BZN|LV","Without Sequence","127.03","",""
"03/01/2025 10:00:00 - 03/01/2025 10:15:00","BZN|LV","Without Sequence","100.00","",""
"03/01/2025 10:15:00 - 03/01/2025 10:30:00","BZN|LV","Without Sequence","100.00","",""
"03/01/2025 10:30:00 - 03/01/2025 10:45:00","BZN|LV","Without Sequence","100.00","",""
"03/01/2025 10:45:00 - 03/01/2025 11:00:00","BZN|LV","Without Sequence","100.00","",""
"03/01/2025 11:00:00 - 03/01/2025 11:15:00","BZN|LV","Without Sequence","73.93","",""
"03/01/2025 11:15:00 - 03/01/2025 11:30:00","BZN|LV","Without Sequence","73.93","",""
"03/01/2025 11:30:00 - 03/01/2025 11:45:00","BZN|LV","Without Sequence","73.93","",""
"03/01/2025 11:45:00 - 03/01/2025 12:00:00","BZN|LV","Without Sequence","73.93","",""
"03/01/2025 12:00:00 - 03/01/2025 12:15:00","BZN|LV","Without Sequence","89.18","",""
"03/01/2025 12:15:00 - 03/01/2025 12:30:00","BZN|LV","Without Sequence","89.18","",""
"03/01/2025 12:30:00 - 03/01/2025 12:45:00","BZN|LV","Without Sequence","89.18","",""
"03/01/2025 12:45:00 - 03/01/2025 13:00:00","BZN|LV","Without Sequence","89.18","",""
"03/01/2025 13:00:00 - 03/01/2025 13:15:00","BZN|LV","Without Sequence","92.99","",""
"03/01/2025 13:15:00 - 03/01/2025 13:30:00","BZN|LV","Without Sequence","92.99","",""
"03/01/2025 13:30:00 - 03/01/2025 13:45:00","BZN|LV","Without Sequence","92.99","",""
"03/01/2025 13:45:00 - 03/01/2025 14:00:00","BZN|LV","Without Sequence","92.99","",""
"03/01/2025 14:00:00 - 03/01/2025 14:15:00","BZN|LV","Without Sequence","94.02","",""
"03/01/2025 14:15:00 - 03/01/2025 14:30:00","BZN|LV","Without Sequence","94.02","",""
"03/01/2025 14:30:00 - 03/01/2025 14:45:00","BZN|LV","Without Sequence","94.02","",""
"03/01/2025 14:45:00 - 03/01/2025 15:00:00","BZN|LV","Without Sequence","94.02","",""
"03/01/2025 15:00:00 - 03/01/2025 15:15:00","BZN|LV","Without Sequence","99.95","",""
"03/01/2025 15:15:00 - 03/01/2025 15:30:00","BZN|LV","Without Sequence","99.95","",""
"03/01/2025 15:30:00 - 03/01/2025 15:45:00","BZN|LV","Without Sequence","99.95","",""
"03/01/2025 15:45:00 - 03/01/2025 16:00:00","BZN|LV","Without Sequence","99.95","",""
"03/01/2025 16:00:00 - 03/01/2025 16:15:00","BZN|LV","Without Sequence","100.65","",""
"03/01/2025 16:15:00 - 03/01/2025 16:30:00","BZN|LV","Without Sequence","100.65","",""
"03/01/2025 16:30:00 - 03/01/2025 16:45:00","BZN|LV","Without Sequence","100.65","",""
"03/01/2025 16:45:00 - 03/01/2025 17:00:00","BZN|LV","Without Sequence","100.65","",""
"03/01/2025 17:00:00 - 03/01/2025 17:15:00","BZN|LV","Without Sequence","106.20","",""
"03/01/2025 17:15:00 - 03/01/2025 17:30:00","BZN|LV","Without Sequence","106.20","",""
"03/01/2025 17:30:00 - 03/01/2025 17:45:00","BZN|LV","Without Sequence","106.20","",""
"03/01/2025 17:45:00 - 03/01/2025 18:00:00","BZN|LV","Without Sequence","106.20","",""
"03/01/2025 18:00:00 - 03/01/2025 18:15:00","BZN|LV","Without Sequence","119.90","",""
"03/01/2025 18:15:00 - 03/01/2025 18:30:00","BZN|LV","Without Sequence","119.90","",""
"03/01/2025 18:30:00 - 03/01/2025 18:45:00","BZN|LV","Without Sequence","119.90","",""
"03/01/2025 18:45:00 - 03/01/2025 19:00:00","BZN|LV","Without Sequence","119.90","",""
"03/01/2025 19:00:00 - 03/01/2025 19:15:00","BZN|LV","Without Sequence","108.44","",""
"03/01/2025 19:15:00 - 03/01/2025 19:30:00","BZN|LV","Without Sequence","108.44","",""
"03/01/2025 19:30:00 - 03/01/2025 19:45:00","BZN|LV","Without Sequence","108.44","",""
"03/01/2025 19:45:00 - 03/01/2025 20:00:00","BZN|LV","Without Sequence","108.44","",""
"03/01/2025 20:00:00 - 03/01/2025 20:15:00","BZN|LV","Without Sequence","88.19","",""
"03/01/2025 20:15:00 - 03/01/2025 20:30:00","BZN|LV","Without Sequence","88.19","",""
"03/01/2025 20:30:00 - 03/01/2025 20:45:00","BZN|LV","Without Sequence","88.19","",""
"03/01/2025 20:45:00 - 03/01/2025 21:00:00","BZN|LV","Without Sequence","88.19","",""
"03/01/2025 21:00:00 - 03/01/2025 21:15:00","BZN|LV","Without Sequence","91.20","",""
