Zone,Calibration,Calibration period,Test week,Test period,Model,Dataset,Training samples,Test samples,price_values,buy_volume_values,sell_volume_values,flow_values,capacity_values,total_raw_values,Raw values used (%),Raw value reduction (%),RMSE
NO4,cal_2020_2021,2020-01-01 to 2021-12-31,spring_april,2024-04-10 to 2024-04-16,Linear Regression,full_dataset,8764,168,8760,8760,8760,22961,70072,119313,100.0,0.0,2.4498049064821052
NO4,cal_2020_2021,2020-01-01 to 2021-12-31,spring_april,2024-04-10 to 2024-04-16,Linear Regression,own_events,8469,168,4554,5038,4177,2009,17051,32829,27.515023509592417,72.48497649040758,2.4528941640837245
NO4,cal_2020_2021,2020-01-01 to 2021-12-31,spring_april,2024-04-10 to 2024-04-16,Linear Regression,rbatheta_events,3556,168,1306,1831,1940,5914,0,10991,9.211904821771308,90.78809517822869,2.5163191538326037
NO4,cal_2020_2021,2020-01-01 to 2021-12-31,spring_april,2024-04-10 to 2024-04-16,Decision Tree,full_dataset,8764,168,8760,8760,8760,22961,70072,119313,100.0,0.0,3.6661958842790656
NO4,cal_2020_2021,2020-01-01 to 2021-12-31,spring_april,2024-04-10 to 2024-04-16,Decision Tree,own_events,8469,168,4554,5038,4177,2009,17051,32829,27.515023509592417,72.48497649040758,4.4351824598747855
NO4,cal_2020_2021,2020-01-01 to 2021-12-31,spring_april,2024-04-10 to 2024-04-16,Decision Tree,rbatheta_events,3556,168,1306,1831,1940,5914,0,10991,9.211904821771308,90.78809517822869,3.9559205929966836
NO4,cal_2020_2021,2020-01-01 to 2021-12-31,spring_april,2024-04-10 to 2024-04-16,Random Forest,full_dataset,8764,168,8760,8760,8760,22961,70072,119313,100.0,0.0,2.738669232363709
NO4,cal_2020_2021,2020-01-01 to 2021-12-31,spring_april,2024-04-10 to 2024-04-16,Random Forest,own_events,8469,168,4554,5038,4177,2009,17051,32829,27.515023509592417,72.48497649040758,2.7074587092097793
NO4,cal_2020_2021,2020-01-01 to 2021-12-31,spring_april,2024-04-10 to 2024-04-16,Random Forest,rbatheta_events,3556,168,1306,1831,1940,5914,0,10991,9.211904821771308,90.78809517822869,2.6952899415467253
NO4,cal_2020_2021,2020-01-01 to 2021-12-31,spring_april,2024-04-10 to 2024-04-16,XGBoost,full_dataset,8764,168,8760,8760,8760,22961,70072,119313,100.0,0.0,2.444333267793782
NO4,cal_2020_2021,2020-01-01 to 2021-12-31,spring_april,2024-04-10 to 2024-04-16,XGBoost,own_events,8469,168,4554,5038,4177,2009,17051,32829,27.515023509592417,72.48497649040758,2.4947108606367387
NO4,cal_2020_2021,2020-01-01 to 2021-12-31,spring_april,2024-04-10 to 2024-04-16,XGBoost,rbatheta_events,3556,168,1306,1831,1940,5914,0,10991,9.211904821771308,90.78809517822869,2.4640558403626183
NO4,cal_2020_2021,2020-01-01 to 2021-12-31,spring_april,2024-04-10 to 2024-04-16,ARIMA,full_dataset,8764,168,8760,8760,8760,22961,70072,119313,100.0,0.0,7.15321456722428
NO4,cal_2020_2021,2020-01-01 to 2021-12-31,spring_april,2024-04-10 to 2024-04-16,ARIMA,own_events,8469,168,4554,5038,4177,2009,17051,32829,27.515023509592417,72.48497649040758,7.165013688728535
NO4,cal_2020_2021,2020-01-01 to 2021-12-31,spring_april,2024-04-10 to 2024-04-16,ARIMA,rbatheta_events,3556,168,1306,1831,1940,5914,0,10991,9.211904821771308,90.78809517822869,20.18149420601895
NO4,cal_2020_2021,2020-01-01 to 2021-12-31,summer_june,2024-06-24 to 2024-06-30,Linear Regression,full_dataset,8764,168,8760,8760,8760,22961,70072,119313,100.0,0.0,4.0412116841554635
NO4,cal_2020_2021,2020-01-01 to 2021-12-31,summer_june,2024-06-24 to 2024-06-30,Linear Regression,own_events,8469,168,4554,5038,4177,2009,17051,32829,27.515023509592417,72.48497649040758,4.042801767862867
NO4,cal_2020_2021,2020-01-01 to 2021-12-31,summer_june,2024-06-24 to 2024-06-30,Linear Regression,rbatheta_events,3556,168,1306,1831,1940,5914,0,10991,9.211904821771308,90.78809517822869,4.140414622258305
NO4,cal_2020_2021,2020-01-01 to 2021-12-31,summer_june,2024-06-24 to 2024-06-30,Decision Tree,full_dataset,8764,168,8760,8760,8760,22961,70072,119313,100.0,0.0,6.33977152397391
NO4,cal_2020_2021,2020-01-01 to 2021-12-31,summer_june,2024-06-24 to 2024-06-30,Decision Tree,own_events,8469,168,4554,5038,4177,2009,17051,32829,27.515023509592417,72.48497649040758,6.718647380168692
NO4,cal_2020_2021,2020-01-01 to 2021-12-31,summer_june,2024-06-24 to 2024-06-30,Decision Tree,rbatheta_events,3556,168,1306,1831,1940,5914,0,10991,9.211904821771308,90.78809517822869,7.893581931815602
NO4,cal_2020_2021,2020-01-01 to 2021-12-31,summer_june,2024-06-24 to 2024-06-30,Random Forest,full_dataset,8764,168,8760,8760,8760,22961,70072,119313,100.0,0.0,3.9718993471111235
NO4,cal_2020_2021,2020-01-01 to 2021-12-31,summer_june,2024-06-24 to 2024-06-30,Random Forest,own_events,8469,168,4554,5038,4177,2009,17051,32829,27.515023509592417,72.48497649040758,3.984784720279159
NO4,cal_2020_2021,2020-01-01 to 2021-12-31,summer_june,2024-06-24 to 2024-06-30,Random Forest,rbatheta_events,3556,168,1306,1831,1940,5914,0,10991,9.211904821771308,90.78809517822869,4.365892997088209
NO4,cal_2020_2021,2020-01-01 to 2021-12-31,summer_june,2024-06-24 to 2024-06-30,XGBoost,full_dataset,8764,168,8760,8760,8760,22961,70072,119313,100.0,0.0,3.8111175912869157
NO4,cal_2020_2021,2020-01-01 to 2021-12-31,summer_june,2024-06-24 to 2024-06-30,XGBoost,own_events,8469,168,4554,5038,4177,2009,17051,32829,27.515023509592417,72.48497649040758,3.77734838224627
NO4,cal_2020_2021,2020-01-01 to 2021-12-31,summer_june,2024-06-24 to 2024-06-30,XGBoost,rbatheta_events,3556,168,1306,1831,1940,5914,0,10991,9.211904821771308,90.78809517822869,3.837047247563856
NO4,cal_2020_2021,2020-01-01 to 2021-12-31,summer_june,2024-06-24 to 2024-06-30,ARIMA,full_dataset,8764,168,8760,8760,8760,22961,70072,119313,100.0,0.0,14.244774813224618
NO4,cal_2020_2021,2020-01-01 to 2021-12-31,summer_june,2024-06-24 to 2024-06-30,ARIMA,own_events,8469,168,4554,5038,4177,2009,17051,32829,27.515023509592417,72.48497649040758,14.260700361492797
NO4,cal_2020_2021,2020-01-01 to 2021-12-31,summer_june,2024-06-24 to 2024-06-30,ARIMA,rbatheta_events,3556,168,1306,1831,1940,5914,0,10991,9.211904821771308,90.78809517822869,21.28046076335473
NO4,cal_2020_2021,2020-01-01 to 2021-12-31,autumn_september,2024-09-16 to 2024-09-22,Linear Regression,full_dataset,8764,168,8760,8760,8760,22961,70072,119313,100.0,0.0,1.2977719015092657
NO4,cal_2020_2021,2020-01-01 to 2021-12-31,autumn_september,2024-09-16 to 2024-09-22,Linear Regression,own_events,8469,168,4554,5038,4177,2009,17051,32829,27.515023509592417,72.48497649040758,1.3041787606077413
NO4,cal_2020_2021,2020-01-01 to 2021-12-31,autumn_september,2024-09-16 to 2024-09-22,Linear Regression,rbatheta_events,3556,168,1306,1831,1940,5914,0,10991,9.211904821771308,90.78809517822869,1.3727755144791292
NO4,cal_2020_2021,2020-01-01 to 2021-12-31,autumn_september,2024-09-16 to 2024-09-22,Decision Tree,full_dataset,8764,168,8760,8760,8760,22961,70072,119313,100.0,0.0,2.729504032219913
NO4,cal_2020_2021,2020-01-01 to 2021-12-31,autumn_september,2024-09-16 to 2024-09-22,Decision Tree,own_events,8469,168,4554,5038,4177,2009,17051,32829,27.515023509592417,72.48497649040758,3.1026711801898945
NO4,cal_2020_2021,2020-01-01 to 2021-12-31,autumn_september,2024-09-16 to 2024-09-22,Decision Tree,rbatheta_events,3556,168,1306,1831,1940,5914,0,10991,9.211904821771308,90.78809517822869,3.107456949094579
NO4,cal_2020_2021,2020-01-01 to 2021-12-31,autumn_september,2024-09-16 to 2024-09-22,Random Forest,full_dataset,8764,168,8760,8760,8760,22961,70072,119313,100.0,0.0,1.4062696624128048
NO4,cal_2020_2021,2020-01-01 to 2021-12-31,autumn_september,2024-09-16 to 2024-09-22,Random Forest,own_events,8469,168,4554,5038,4177,2009,17051,32829,27.515023509592417,72.48497649040758,1.3759112664917503
NO4,cal_2020_2021,2020-01-01 to 2021-12-31,autumn_september,2024-09-16 to 2024-09-22,Random Forest,rbatheta_events,3556,168,1306,1831,1940,5914,0,10991,9.211904821771308,90.78809517822869,1.409825401344714
NO4,cal_2020_2021,2020-01-01 to 2021-12-31,autumn_september,2024-09-16 to 2024-09-22,XGBoost,full_dataset,8764,168,8760,8760,8760,22961,70072,119313,100.0,0.0,1.4794575881508178
NO4,cal_2020_2021,2020-01-01 to 2021-12-31,autumn_september,2024-09-16 to 2024-09-22,XGBoost,own_events,8469,168,4554,5038,4177,2009,17051,32829,27.515023509592417,72.48497649040758,1.517724818664835
NO4,cal_2020_2021,2020-01-01 to 2021-12-31,autumn_september,2024-09-16 to 2024-09-22,XGBoost,rbatheta_events,3556,168,1306,1831,1940,5914,0,10991,9.211904821771308,90.78809517822869,1.5332076396258125
NO4,cal_2020_2021,2020-01-01 to 2021-12-31,autumn_september,2024-09-16 to 2024-09-22,ARIMA,full_dataset,8764,168,8760,8760,8760,22961,70072,119313,100.0,0.0,13.94812862082327
NO4,cal_2020_2021,2020-01-01 to 2021-12-31,autumn_september,2024-09-16 to 2024-09-22,ARIMA,own_events,8469,168,4554,5038,4177,2009,17051,32829,27.515023509592417,72.48497649040758,13.971697699663787
NO4,cal_2020_2021,2020-01-01 to 2021-12-31,autumn_september,2024-09-16 to 2024-09-22,ARIMA,rbatheta_events,3556,168,1306,1831,1940,5914,0,10991,9.211904821771308,90.78809517822869,26.030214383472696
NO4,cal_2020_2021,2020-01-01 to 2021-12-31,winter_december,2024-12-02 to 2024-12-08,Linear Regression,full_dataset,8764,167,8760,8760,8760,22961,70072,119313,100.0,0.0,1.511094363732287
NO4,cal_2020_2021,2020-01-01 to 2021-12-31,winter_december,2024-12-02 to 2024-12-08,Linear Regression,own_events,8469,167,4554,5038,4177,2009,17051,32829,27.515023509592417,72.48497649040758,1.5296240967285966
NO4,cal_2020_2021,2020-01-01 to 2021-12-31,winter_december,2024-12-02 to 2024-12-08,Linear Regression,rbatheta_events,3556,167,1306,1831,1940,5914,0,10991,9.211904821771308,90.78809517822869,2.201012158607709
NO4,cal_2020_2021,2020-01-01 to 2021-12-31,winter_december,2024-12-02 to 2024-12-08,Decision Tree,full_dataset,8764,167,8760,8760,8760,22961,70072,119313,100.0,0.0,2.0290539372425567
NO4,cal_2020_2021,2020-01-01 to 2021-12-31,winter_december,2024-12-02 to 2024-12-08,Decision Tree,own_events,8469,167,4554,5038,4177,2009,17051,32829,27.515023509592417,72.48497649040758,1.6844558815138102
NO4,cal_2020_2021,2020-01-01 to 2021-12-31,winter_december,2024-12-02 to 2024-12-08,Decision Tree,rbatheta_events,3556,167,1306,1831,1940,5914,0,10991,9.211904821771308,90.78809517822869,2.573113982874112
NO4,cal_2020_2021,2020-01-01 to 2021-12-31,winter_december,2024-12-02 to 2024-12-08,Random Forest,full_dataset,8764,167,8760,8760,8760,22961,70072,119313,100.0,0.0,1.2216690627425575
NO4,cal_2020_2021,2020-01-01 to 2021-12-31,winter_december,2024-12-02 to 2024-12-08,Random Forest,own_events,8469,167,4554,5038,4177,2009,17051,32829,27.515023509592417,72.48497649040758,1.2524915206365566
NO4,cal_2020_2021,2020-01-01 to 2021-12-31,winter_december,2024-12-02 to 2024-12-08,Random Forest,rbatheta_events,3556,167,1306,1831,1940,5914,0,10991,9.211904821771308,90.78809517822869,1.1623847874077693
NO4,cal_2020_2021,2020-01-01 to 2021-12-31,winter_december,2024-12-02 to 2024-12-08,XGBoost,full_dataset,8764,167,8760,8760,8760,22961,70072,119313,100.0,0.0,4.280278195730033
NO4,cal_2020_2021,2020-01-01 to 2021-12-31,winter_december,2024-12-02 to 2024-12-08,XGBoost,own_events,8469,167,4554,5038,4177,2009,17051,32829,27.515023509592417,72.48497649040758,4.395452110527943
NO4,cal_2020_2021,2020-01-01 to 2021-12-31,winter_december,2024-12-02 to 2024-12-08,XGBoost,rbatheta_events,3556,167,1306,1831,1940,5914,0,10991,9.211904821771308,90.78809517822869,9.241838943900927
NO4,cal_2020_2021,2020-01-01 to 2021-12-31,winter_december,2024-12-02 to 2024-12-08,ARIMA,full_dataset,8764,167,8760,8760,8760,22961,70072,119313,100.0,0.0,20.36667463172153
NO4,cal_2020_2021,2020-01-01 to 2021-12-31,winter_december,2024-12-02 to 2024-12-08,ARIMA,own_events,8469,167,4554,5038,4177,2009,17051,32829,27.515023509592417,72.48497649040758,20.38960975605762
NO4,cal_2020_2021,2020-01-01 to 2021-12-31,winter_december,2024-12-02 to 2024-12-08,ARIMA,rbatheta_events,3556,167,1306,1831,1940,5914,0,10991,9.211904821771308,90.78809517822869,32.77152028679108
