"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"01/01/2025 06:15:00 - 01/01/2025 06:30:00","BZN|NO3","Without Sequence","12.34","",""
"01/01/2025 06:30:00 - 01/01/2025 06:45:00","BZN|NO3","Without Sequence","12.34","",""
"01/01/2025 06:45:00 - 01/01/2025 07:00:00","BZN|NO3","Without Sequence","12.34","",""
"01/01/2025 07:00:00 - 01/01/2025 07:15:00","BZN|NO3","Without Sequence","12.95","",""
"01/01/2025 07:15:00 - 01/01/2025 07:30:00","BZN|NO3","Without Sequence","12.95","",""
"01/01/2025 07:30:00 - 01/01/2025 07:45:00","BZN|NO3","Without Sequence","12.95","",""
"01/01/2025 07:45:00 - 01/01/2025 08:00:00","BZN|NO3","Without Sequence","12.95","",""
"01/01/2025 08:00:00 - 01/01/2025 08:15:00","BZN|NO3","Without Sequence","13.52","",""
"01/01/2025 08:15:00 - 01/01/2025 08:30:00","BZN|NO3","Without Sequence","13.52","",""
"01/01/2025 08:30:00 - 01/01/2025 08:45:00","BZN|NO3","Without Sequence","13.52","",""
"01/01/2025 08:45:00 - 01/01/2025 09:00:00","BZN|NO3","Without Sequence","13.52","",""
"01/01/2025 09:00:00 - 01/01/2025 09:15:00","BZN|NO3","Without Sequence","14.69","",""
"01/01/2025 09:15:00 - 01/01/2025 09:30:00","BZN|NO3","Without Sequence","14.69","",""
"01/01/2025 09:30:00 - 01/01/2025 09:45:00","BZN|NO3","Without Sequence","14.69","",""
"01/01/2025 09:45:00 - 01/01/2025 10:00:00","BZN|NO3","Without Sequence","14.69","",""
"01/01/2025 10:00:00 - 01/01/2025 10:15:00","BZN|NO3","Without Sequence","17.11","",""
"01/01/2025 10:15:00 - 01/01/2025 10:30:00","BZN|NO3","Without Sequence","17.11","",""
"01/01/2025 10:30:00 - 01/01/2025 10:45:00","BZN|NO3","Without Sequence","17.11","",""
"01/01/2025 10:45:00 - 01/01/2025 11:00:00","BZN|NO3","Without Sequence","17.11","",""
"01/01/2025 11:00:00 - 01/01/2025 11:15:00","BZN|NO3","Without Sequence","17.04","",""
"01/01/2025 11:15:00 - 01/01/2025 11:30:00","BZN|NO3","Without Sequence","17.04","",""
"01/01/2025 11:30:00 - 01/01/2025 11:45:00","BZN|NO3","Without Sequence","17.04","",""
"01/01/2025 11:45:00 - 01/01/2025 12:00:00","BZN|NO3","Without Sequence","17.04","",""
"01/01/2025 12:00:00 - 01/01/2025 12:15:00","BZN|NO3","Without Sequence","16.16","",""
"01/01/2025 12:15:00 - 01/01/2025 12:30:00","BZN|NO3","Without Sequence","16.16","",""
"01/01/2025 12:30:00 - 01/01/2025 12:45:00","BZN|NO3","Without Sequence","16.16","",""
"01/01/2025 12:45:00 - 01/01/2025 13:00:00","BZN|NO3","Without Sequence","16.16","",""
"01/01/2025 13:00:00 - 01/01/2025 13:15:00","BZN|NO3","Without Sequence","15.96","",""
"01/01/2025 13:15:00 - 01/01/2025 13:30:00","BZN|NO3","Without Sequence","15.96","",""
"01/01/2025 13:30:00 - 01/01/2025 13:45:00","BZN|NO3","Without Sequence","15.96","",""
"01/01/2025 13:45:00 - 01/01/2025 14:00:00","BZN|NO3","Without Sequence","15.96","",""
"01/01/2025 14:00:00 - 01/01/2025 14:15:00","BZN|NO3","Without Sequence","16.75","",""
"01/01/2025 14:15:00 - 01/01/2025 14:30:00","BZN|NO3","Without Sequence","16.75","",""
"01/01/2025 14:30:00 - 01/01/2025 14:45:00","BZN|NO3","Without Sequence","16.75","",""
"01/01/2025 14:45:00 - 01/01/2025 15:00:00","BZN|NO3","Without Sequence","16.75","",""
"01/01/2025 15:00:00 - 01/01/2025 15:15:00","BZN|NO3","Without Sequence","16.08","",""
"01/01/2025 15:15:00 - 01/01/2025 15:30:00","BZN|NO3","Without Sequence","16.08","",""
"01/01/2025 15:30:00 - 01/01/2025 15:45:00","BZN|NO3","Without Sequence","16.08","",""
"01/01/2025 15:45:00 - 01/01/2025 16:00:00","BZN|NO3","Without Sequence","16.08","",""
"01/01/2025 16:00:00 - 01/01/2025 16:15:00","BZN|NO3","Without Sequence","15.01","",""
"01/01/2025 16:15:00 - 01/01/2025 16:30:00","BZN|NO3","Without Sequence","15.01","",""
"01/01/2025 16:30:00 - 01/01/2025 16:45:00","BZN|NO3","Without Sequence","15.01","",""
"01/01/2025 16:45:00 - 01/01/2025 17:00:00","BZN|NO3","Without Sequence","15.01","",""
"01/01/2025 17:00:00 - 01/01/2025 17:15:00","BZN|NO3","Without Sequence","10.84","",""
"01/01/2025 17:15:00 - 01/01/2025 17:30:00","BZN|NO3","Without Sequence","10.84","",""
"01/01/2025 17:30:00 - 01/01/2025 17:45:00","BZN|NO3","Without Sequence","10.84","",""
"01/01/2025 17:45:00 - 01/01/2025 18:00:00","BZN|NO3","Without Sequence","10.84","",""
"01/01/2025 18:00:00 - 01/01/2025 18:15:00","BZN|NO3","Without Sequence","9.92","",""
"01/01/2025 18:15:00 - 01/01/2025 18:30:00","BZN|NO3","Without Sequence","9.92","",""
"01/01/2025 18:30:00 - 01/01/2025 18:45:00","BZN|NO3","Without Sequence","9.92","",""
"01/01/2025 18:45:00 - 01/01/2025 19:00:00","BZN|NO3","Without Sequence","9.92","",""
"01/01/2025 19:00:00 - 01/01/2025 19:15:00","BZN|NO3","Without Sequence","9.76","",""
"01/01/2025 19:15:00 - 01/01/2025 19:30:00","BZN|NO3","Without Sequence","9.76","",""
"01/01/2025 19:30:00 - 01/01/2025 19:45:00","BZN|NO3","Without Sequence","9.76","",""
"01/01/2025 19:45:00 - 01/01/2025 20:00:00","BZN|NO3","Without Sequence","9.76","",""
"01/01/2025 20:00:00 - 01/01/2025 20:15:00","BZN|NO3","Without Sequence","9.89","",""
"01/01/2025 20:15:00 - 01/01/2025 20:30:00","BZN|NO3","Without Sequence","9.89","",""
"01/01/2025 20:30:00 - 01/01/2025 20:45:00","BZN|NO3","Without Sequence","9.89","",""
"01/01/2025 20:45:00 - 01/01/2025 21:00:00","BZN|NO3","Without Sequence","9.89","",""
"01/01/2025 21:00:00 - 01/01/2025 21:15:00","BZN|NO3","Without Sequence","9.90","",""
"01/01/2025 21:15:00 - 01/01/2025 21:30:00","BZN|NO3","Without Sequence","9.90","",""
"01/01/2025 21:30:00 - 01/01/2025 21:45:00","BZN|NO3","Without Sequence","9.90","",""
"01/01/2025 21:45:00 - 01/01/2025 22:00:00","BZN|NO3","Without Sequence","9.90","",""
"01/01/2025 22:00:00 - 01/01/2025 22:15:00","BZN|NO3","Without Sequence","8.10","",""
"01/01/2025 22:15:00 - 01/01/2025 22:30:00","BZN|NO3","Without Sequence","8.10","",""
"01/01/2025 22:30:00 - 01/01/2025 22:45:00","BZN|NO3","Without Sequence","8.10","",""
"01/01/2025 22:45:00 - 01/01/2025 23:00:00","BZN|NO3","Without Sequence","8.10","",""
"01/01/2025 23:00:00 - 01/01/2025 23:15:00","BZN|NO3","Without Sequence","8.29","",""
"01/01/2025 23:15:00 - 01/01/2025 23:30:00","BZN|NO3","Without Sequence","8.29","",""
"01/01/2025 23:30:00 - 01/01/2025 23:45:00","BZN|NO3","Without Sequence","8.29","",""
"01/01/2025 23:45:00 - 02/01/2025 00:00:00","BZN|NO3","Without Sequence","8.29","",""
"02/01/2025 00:00:00 - 02/01/2025 00:15:00","BZN|NO3","Without Sequence","14.85","",""
"02/01/2025 00:15:00 - 02/01/2025 00:30:00","BZN|NO3","Without Sequence","14.85","",""
"02/01/2025 00:30:00 - 02/01/2025 00:45:00","BZN|NO3","Without Sequence","14.85","",""
"02/01/2025 00:45:00 - 02/01/2025 01:00:00","BZN|NO3","Without Sequence","14.85","",""
"02/01/2025 01:00:00 - 02/01/2025 01:15:00","BZN|NO3","Without Sequence","14.39","",""
"02/01/2025 01:15:00 - 02/01/2025 01:30:00","BZN|NO3","Without Sequence","14.39","",""
"02/01/2025 01:30:00 - 02/01/2025 01:45:00","BZN|NO3","Without Sequence","14.39","",""
"02/01/2025 01:45:00 - 02/01/2025 02:00:00","BZN|NO3","Without Sequence","14.39","",""
"02/01/2025 02:00:00 - 02/01/2025 02:15:00","BZN|NO3","Without Sequence","12.61","",""
"02/01/2025 02:15:00 - 02/01/2025 02:30:00","BZN|NO3","Without Sequence","12.61","",""
"02/01/2025 02:30:00 - 02/01/2025 02:45:00","BZN|NO3","Without Sequence","12.61","",""
"02/01/2025 02:45:00 - 02/01/2025 03:00:00","BZN|NO3","Without Sequence","12.61","",""
"02/01/2025 03:00:00 - 02/01/2025 03:15:00","BZN|NO3","Without Sequence","9.24","",""
"02/01/2025 03:15:00 - 02/01/2025 03:30:00","BZN|NO3","Without Sequence","9.24","",""
"02/01/2025 03:30:00 - 02/01/2025 03:45:00","BZN|NO3","Without Sequence","9.24","",""
"02/01/2025 03:45:00 - 02/01/2025 04:00:00","BZN|NO3","Without Sequence","9.24","",""
"02/01/2025 04:00:00 - 02/01/2025 04:15:00","BZN|NO3","Without Sequence","9.33","",""
"02/01/2025 04:15:00 - 02/01/2025 04:30:00","BZN|NO3","Without Sequence","9.33","",""
"02/01/2025 04:30:00 - 02/01/2025 04:45:00","BZN|NO3","Without Sequence","9.33","",""
"02/01/2025 04:45:00 - 02/01/2025 05:00:00","BZN|NO3","Without Sequence","9.33","",""
"02/01/2025 05:00:00 - 02/01/2025 05:15:00","BZN|NO3","Without Sequence","10.51","",""
"02/01/2025 05:15:00 - 02/01/2025 05:30:00","BZN|NO3","Without Sequence","10.51","",""
"02/01/2025 05:30:00 - 02/01/2025 05:45:00","BZN|NO3","Without Sequence","10.51","",""
"02/01/2025 05:45:00 - 02/01/2025 06:00:00","BZN|NO3","Without Sequence","10.51","",""
"02/01/2025 06:00:00 - 02/01/2025 06:15:00","BZN|NO3","Without Sequence","10.84","",""
"02/01/2025 06:15:00 - 02/01/2025 06:30:00","BZN|NO3","Without Sequence","10.84","",""
"02/01/2025 06:30:00 - 02/01/2025 06:45:00","BZN|NO3","Without Sequence","10.84","",""
"02/01/2025 06:45:00 - 02/01/2025 07:00:00","BZN|NO3","Without Sequence","10.84","",""
"02/01/2025 07:00:00 - 02/01/2025 07:15:00","BZN|NO3","Without Sequence","13.59","",""
"02/01/2025 07:15:00 - 02/01/2025 07:30:00","BZN|NO3","Without Sequence","13.59","",""
"02/01/2025 07:30:00 - 02/01/2025 07:45:00","BZN|NO3","Without Sequence","13.59","",""
"02/01/2025 07:45:00 - 02/01/2025 08:00:00","BZN|NO3","Without Sequence","13.59","",""
"02/01/2025 08:00:00 - 02/01/2025 08:15:00","BZN|NO3","Without Sequence","10.89","",""
"02/01/2025 08:15:00 - 02/01/2025 08:30:00","BZN|NO3","Without Sequence","10.89","",""
"02/01/2025 08:30:00 - 02/01/2025 08:45:00","BZN|NO3","Without Sequence","10.89","",""
"02/01/2025 08:45:00 - 02/01/2025 09:00:00","BZN|NO3","Without Sequence","10.89","",""
"02/01/2025 09:00:00 - 02/01/2025 09:15:00","BZN|NO3","Without Sequence","10.67","",""
"02/01/2025 09:15:00 - 02/01/2025 09:30:00","BZN|NO3","Without Sequence","10.67","",""
"02/01/2025 09:30:00 - 02/01/2025 09:45:00","BZN|NO3","Without Sequence","10.67","",""
"02/01/2025 09:45:00 - 02/01/2025 10:00:00","BZN|NO3","Without Sequence","10.67","",""
"02/01/2025 10:00:00 - 02/01/2025 10:15:00","BZN|NO3","Without Sequence","10.33","",""
"02/01/2025 10:15:00 - 02/01/2025 10:30:00","BZN|NO3","Without Sequence","10.33","",""
"02/01/2025 10:30:00 - 02/01/2025 10:45:00","BZN|NO3","Without Sequence","10.33","",""
"02/01/2025 10:45:00 - 02/01/2025 11:00:00","BZN|NO3","Without Sequence","10.33","",""
"02/01/2025 11:00:00 - 02/01/2025 11:15:00","BZN|NO3","Without Sequence","9.73","",""
"02/01/2025 11:15:00 - 02/01/2025 11:30:00","BZN|NO3","Without Sequence","9.73","",""
"02/01/2025 11:30:00 - 02/01/2025 11:45:00","BZN|NO3","Without Sequence","9.73","",""
"02/01/2025 11:45:00 - 02/01/2025 12:00:00","BZN|NO3","Without Sequence","9.73","",""
"02/01/2025 12:00:00 - 02/01/2025 12:15:00","BZN|NO3","Without Sequence","10.47","",""
"02/01/2025 12:15:00 - 02/01/2025 12:30:00","BZN|NO3","Without Sequence","10.47","",""
"02/01/2025 12:30:00 - 02/01/2025 12:45:00","BZN|NO3","Without Sequence","10.47","",""
"02/01/2025 12:45:00 - 02/01/2025 13:00:00","BZN|NO3","Without Sequence","10.47","",""
"02/01/2025 13:00:00 - 02/01/2025 13:15:00","BZN|NO3","Without Sequence","10.66","",""
"02/01/2025 13:15:00 - 02/01/2025 13:30:00","BZN|NO3","Without Sequence","10.66","",""
"02/01/2025 13:30:00 - 02/01/2025 13:45:00","BZN|NO3","Without Sequence","10.66","",""
"02/01/2025 13:45:00 - 02/01/2025 14:00:00","BZN|NO3","Without Sequence","10.66","",""
"02/01/2025 14:00:00 - 02/01/2025 14:15:00","BZN|NO3","Without Sequence","12.90","",""
"02/01/2025 14:15:00 - 02/01/2025 14:30:00","BZN|NO3","Without Sequence","12.90","",""
"02/01/2025 14:30:00 - 02/01/2025 14:45:00","BZN|NO3","Without Sequence","12.90","",""
"02/01/2025 14:45:00 - 02/01/2025 15:00:00","BZN|NO3","Without Sequence","12.90","",""
"02/01/2025 15:00:00 - 02/01/2025 15:15:00","BZN|NO3","Without Sequence","16.30","",""
"02/01/2025 15:15:00 - 02/01/2025 15:30:00","BZN|NO3","Without Sequence","16.30","",""
"02/01/2025 15:30:00 - 02/01/2025 15:45:00","BZN|NO3","Without Sequence","16.30","",""
"02/01/2025 15:45:00 - 02/01/2025 16:00:00","BZN|NO3","Without Sequence","16.30","",""
"02/01/2025 16:00:00 - 02/01/2025 16:15:00","BZN|NO3","Without Sequence","15.31","",""
"02/01/2025 16:15:00 - 02/01/2025 16:30:00","BZN|NO3","Without Sequence","15.31","",""
"02/01/2025 16:30:00 - 02/01/2025 16:45:00","BZN|NO3","Without Sequence","15.31","",""
"02/01/2025 16:45:00 - 02/01/2025 17:00:00","BZN|NO3","Without Sequence","15.31","",""
"02/01/2025 17:00:00 - 02/01/2025 17:15:00","BZN|NO3","Without Sequence","14.88","",""
"02/01/2025 17:15:00 - 02/01/2025 17:30:00","BZN|NO3","Without Sequence","14.88","",""
"02/01/2025 17:30:00 - 02/01/2025 17:45:00","BZN|NO3","Without Sequence","14.88","",""
"02/01/2025 17:45:00 - 02/01/2025 18:00:00","BZN|NO3","Without Sequence","14.88","",""
"02/01/2025 18:00:00 - 02/01/2025 18:15:00","BZN|NO3","Without Sequence","16.06","",""
"02/01/2025 18:15:00 - 02/01/2025 18:30:00","BZN|NO3","Without Sequence","16.06","",""
"02/01/2025 18:30:00 - 02/01/2025 18:45:00","BZN|NO3","Without Sequence","16.06","",""
"02/01/2025 18:45:00 - 02/01/2025 19:00:00","BZN|NO3","Without Sequence","16.06","",""
"02/01/2025 19:00:00 - 02/01/2025 19:15:00","BZN|NO3","Without Sequence","16.29","",""
"02/01/2025 19:15:00 - 02/01/2025 19:30:00","BZN|NO3","Without Sequence","16.29","",""
"02/01/2025 19:30:00 - 02/01/2025 19:45:00","BZN|NO3","Without Sequence","16.29","",""
"02/01/2025 19:45:00 - 02/01/2025 20:00:00","BZN|NO3","Without Sequence","16.29","",""
"02/01/2025 20:00:00 - 02/01/2025 20:15:00","BZN|NO3","Without Sequence","15.95","",""
"02/01/2025 20:15:00 - 02/01/2025 20:30:00","BZN|NO3","Without Sequence","15.95","",""
"02/01/2025 20:30:00 - 02/01/2025 20:45:00","BZN|NO3","Without Sequence","15.95","",""
"02/01/2025 20:45:00 - 02/01/2025 21:00:00","BZN|NO3","Without Sequence","15.95","",""
"02/01/2025 21:00:00 - 02/01/2025 21:15:00","BZN|NO3","Without Sequence","19.99","",""
"02/01/2025 21:15:00 - 02/01/2025 21:30:00","BZN|NO3","Without Sequence","19.99","",""
"02/01/2025 21:30:00 - 02/01/2025 21:45:00","BZN|NO3","Without Sequence","19.99","",""
"02/01/2025 21:45:00 - 02/01/2025 22:00:00","BZN|NO3","Without Sequence","19.99","",""
"02/01/2025 22:00:00 - 02/01/2025 22:15:00","BZN|NO3","Without Sequence","10.48","",""
"02/01/2025 22:15:00 - 02/01/2025 22:30:00","BZN|NO3","Without Sequence","10.48","",""
"02/01/2025 22:30:00 - 02/01/2025 22:45:00","BZN|NO3","Without Sequence","10.48","",""
"02/01/2025 22:45:00 - 02/01/2025 23:00:00","BZN|NO3","Without Sequence","10.48","",""
"02/01/2025 23:00:00 - 02/01/2025 23:15:00","BZN|NO3","Without Sequence","9.64","",""
"02/01/2025 23:15:00 - 02/01/2025 23:30:00","BZN|NO3","Without Sequence","9.64","",""
"02/01/2025 23:30:00 - 02/01/2025 23:45:00","BZN|NO3","Without Sequence","9.64","",""
"02/01/2025 23:45:00 - 03/01/2025 00:00:00","BZN|NO3","Without Sequence","9.64","",""
"03/01/2025 00:00:00 - 03/01/2025 00:15:00","BZN|NO3","Without Sequence","9.56","",""
"03/01/2025 00:15:00 - 03/01/2025 00:30:00","BZN|NO3","Without Sequence","9.56","",""
"03/01/2025 00:30:00 - 03/01/2025 00:45:00","BZN|NO3","Without Sequence","9.56","",""
"03/01/2025 00:45:00 - 03/01/2025 01:00:00","BZN|NO3","Without Sequence","9.56","",""
"03/01/2025 01:00:00 - 03/01/2025 01:15:00","BZN|NO3","Without Sequence","9.90","",""
"03/01/2025 01:15:00 - 03/01/2025 01:30:00","BZN|NO3","Without Sequence","9.90","",""
"03/01/2025 01:30:00 - 03/01/2025 01:45:00","BZN|NO3","Without Sequence","9.90","",""
"03/01/2025 01:45:00 - 03/01/2025 02:00:00","BZN|NO3","Without Sequence","9.90","",""
"03/01/2025 02:00:00 - 03/01/2025 02:15:00","BZN|NO3","Without Sequence","9.96","",""
"03/01/2025 02:15:00 - 03/01/2025 02:30:00","BZN|NO3","Without Sequence","9.96","",""
"03/01/2025 02:30:00 - 03/01/2025 02:45:00","BZN|NO3","Without Sequence","9.96","",""
"03/01/2025 02:45:00 - 03/01/2025 03:00:00","BZN|NO3","Without Sequence","9.96","",""
"03/01/2025 03:00:00 - 03/01/2025 03:15:00","BZN|NO3","Without Sequence","8.95","",""
"03/01/2025 03:15:00 - 03/01/2025 03:30:00","BZN|NO3","Without Sequence","8.95","",""
"03/01/2025 03:30:00 - 03/01/2025 03:45:00","BZN|NO3","Without Sequence","8.95","",""
"03/01/2025 03:45:00 - 03/01/2025 04:00:00","BZN|NO3","Without Sequence","8.95","",""
"03/01/2025 04:00:00 - 03/01/2025 04:15:00","BZN|NO3","Without Sequence","8.83","",""
"03/01/2025 04:15:00 - 03/01/2025 04:30:00","BZN|NO3","Without Sequence","8.83","",""
"03/01/2025 04:30:00 - 03/01/2025 04:45:00","BZN|NO3","Without Sequence","8.83","",""
"03/01/2025 04:45:00 - 03/01/2025 05:00:00","BZN|NO3","Without Sequence","8.83","",""
"03/01/2025 05:00:00 - 03/01/2025 05:15:00","BZN|NO3","Without Sequence","9.10","",""
"03/01/2025 05:15:00 - 03/01/2025 05:30:00","BZN|NO3","Without Sequence","9.10","",""
"03/01/2025 05:30:00 - 03/01/2025 05:45:00","BZN|NO3","Without Sequence","9.10","",""
"03/01/2025 05:45:00 - 03/01/2025 06:00:00","BZN|NO3","Without Sequence","9.10","",""
"03/01/2025 06:00:00 - 03/01/2025 06:15:00","BZN|NO3","Without Sequence","10.54","",""
"03/01/2025 06:15:00 - 03/01/2025 06:30:00","BZN|NO3","Without Sequence","10.54","",""
"03/01/2025 06:30:00 - 03/01/2025 06:45:00","BZN|NO3","Without Sequence","10.54","",""
"03/01/2025 06:45:00 - 03/01/2025 07:00:00","BZN|NO3","Without Sequence","10.54","",""
"03/01/2025 07:00:00 - 03/01/2025 07:15:00","BZN|NO3","Without Sequence","15.07","",""
"03/01/2025 07:15:00 - 03/01/2025 07:30:00","BZN|NO3","Without Sequence","15.07","",""
"03/01/2025 07:30:00 - 03/01/2025 07:45:00","BZN|NO3","Without Sequence","15.07","",""
"03/01/2025 07:45:00 - 03/01/2025 08:00:00","BZN|NO3","Without Sequence","15.07","",""
"03/01/2025 08:00:00 - 03/01/2025 08:15:00","BZN|NO3","Without Sequence","16.00","",""
"03/01/2025 08:15:00 - 03/01/2025 08:30:00","BZN|NO3","Without Sequence","16.00","",""
"03/01/2025 08:30:00 - 03/01/2025 08:45:00","BZN|NO3","Without Sequence","16.00","",""
"03/01/2025 08:45:00 - 03/01/2025 09:00:00","BZN|NO3","Without Sequence","16.00","",""
"03/01/2025 09:00:00 - 03/01/2025 09:15:00","BZN|NO3","Without Sequence","10.81","",""
"03/01/2025 09:15:00 - 03/01/2025 09:30:00","BZN|NO3","Without Sequence","10.81","",""
"03/01/2025 09:30:00 - 03/01/2025 09:45:00","BZN|NO3","Without Sequence","10.81","",""
"03/01/2025 09:45:00 - 03/01/2025 10:00:00","BZN|NO3","Without Sequence","10.81","",""
"03/01/2025 10:00:00 - 03/01/2025 10:15:00","BZN|NO3","Without Sequence","18.62","",""
"03/01/2025 10:15:00 - 03/01/2025 10:30:00","BZN|NO3","Without Sequence","18.62","",""
"03/01/2025 10:30:00 - 03/01/2025 10:45:00","BZN|NO3","Without Sequence","18.62","",""
"03/01/2025 10:45:00 - 03/01/2025 11:00:00","BZN|NO3","Without Sequence","18.62","",""
"03/01/2025 11:00:00 - 03/01/2025 11:15:00","BZN|NO3","Without Sequence","20.00","",""
"03/01/2025 11:15:00 - 03/01/2025 11:30:00","BZN|NO3","Without Sequence","20.00","",""
"03/01/2025 11:30:00 - 03/01/2025 11:45:00","BZN|NO3","Without Sequence","20.00","",""
"03/01/2025 11:45:00 - 03/01/2025 12:00:00","BZN|NO3","Without Sequence","20.00","",""
"03/01/2025 12:00:00 - 03/01/2025 12:15:00","BZN|NO3","Without Sequence","25.02","",""
"03/01/2025 12:15:00 - 03/01/2025 12:30:00","BZN|NO3","Without Sequence","25.02","",""
"03/01/2025 12:30:00 - 03/01/2025 12:45:00","BZN|NO3","Without Sequence","25.02","",""
"03/01/2025 12:45:00 - 03/01/2025 13:00:00","BZN|NO3","Without Sequence","25.02","",""
"03/01/2025 13:00:00 - 03/01/2025 13:15:00","BZN|NO3","Without Sequence","31.04","",""
"03/01/2025 13:15:00 - 03/01/2025 13:30:00","BZN|NO3","Without Sequence","31.04","",""
"03/01/2025 13:30:00 - 03/01/2025 13:45:00","BZN|NO3","Without Sequence","31.04","",""
"03/01/2025 13:45:00 - 03/01/2025 14:00:00","BZN|NO3","Without Sequence","31.04","",""
"03/01/2025 14:00:00 - 03/01/2025 14:15:00","BZN|NO3","Without Sequence","26.95","",""
"03/01/2025 14:15:00 - 03/01/2025 14:30:00","BZN|NO3","Without Sequence","26.95","",""
"03/01/2025 14:30:00 - 03/01/2025 14:45:00","BZN|NO3","Without Sequence","26.95","",""
"03/01/2025 14:45:00 - 03/01/2025 15:00:00","BZN|NO3","Without Sequence","26.95","",""
"03/01/2025 15:00:00 - 03/01/2025 15:15:00","BZN|NO3","Without Sequence","24.19","",""
"03/01/2025 15:15:00 - 03/01/2025 15:30:00","BZN|NO3","Without Sequence","24.19","",""
"03/01/2025 15:30:00 - 03/01/2025 15:45:00","BZN|NO3","Without Sequence","24.19","",""
"03/01/2025 15:45:00 - 03/01/2025 16:00:00","BZN|NO3","Without Sequence","24.19","",""
"03/01/2025 16:00:00 - 03/01/2025 16:15:00","BZN|NO3","Without Sequence","10.77","",""
"03/01/2025 16:15:00 - 03/01/2025 16:30:00","BZN|NO3","Without Sequence","10.77","",""
"03/01/2025 16:30:00 - 03/01/2025 16:45:00","BZN|NO3","Without Sequence","10.77","",""
"03/01/2025 16:45:00 - 03/01/2025 17:00:00","BZN|NO3","Without Sequence","10.77","",""
"03/01/2025 17:00:00 - 03/01/2025 17:15:00","BZN|NO3","Without Sequence","14.22","",""
"03/01/2025 17:15:00 - 03/01/2025 17:30:00","BZN|NO3","Without Sequence","14.22","",""
"03/01/2025 17:30:00 - 03/01/2025 17:45:00","BZN|NO3","Without Sequence","14.22","",""
"03/01/2025 17:45:00 - 03/01/2025 18:00:00","BZN|NO3","Without Sequence","14.22","",""
"03/01/2025 18:00:00 - 03/01/2025 18:15:00","BZN|NO3","Without Sequence","16.01","",""
"03/01/2025 18:15:00 - 03/01/2025 18:30:00","BZN|NO3","Without Sequence","16.01","",""
"03/01/2025 18:30:00 - 03/01/2025 18:45:00","BZN|NO3","Without Sequence","16.01","",""
"03/01/2025 18:45:00 - 03/01/2025 19:00:00","BZN|NO3","Without Sequence","16.01","",""
"03/01/2025 19:00:00 - 03/01/2025 19:15:00","BZN|NO3","Without Sequence","12.02","",""
"03/01/2025 19:15:00 - 03/01/2025 19:30:00","BZN|NO3","Without Sequence","12.02","",""
"03/01/2025 19:30:00 - 03/01/2025 19:45:00","BZN|NO3","Without Sequence","12.02","",""
