"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"02/01/2025 03:00:00 - 02/01/2025 03:15:00","BZN|SE3","Without Sequence","6.69","",""
"02/01/2025 03:15:00 - 02/01/2025 03:30:00","BZN|SE3","Without Sequence","6.69","",""
"02/01/2025 03:30:00 - 02/01/2025 03:45:00","BZN|SE3","Without Sequence","6.69","",""
"02/01/2025 03:45:00 - 02/01/2025 04:00:00","BZN|SE3","Without Sequence","6.69","",""
"02/01/2025 04:00:00 - 02/01/2025 04:15:00","BZN|SE3","Without Sequence","10.71","",""
"02/01/2025 04:15:00 - 02/01/2025 04:30:00","BZN|SE3","Without Sequence","10.71","",""
"02/01/2025 04:30:00 - 02/01/2025 04:45:00","BZN|SE3","Without Sequence","10.71","",""
"02/01/2025 04:45:00 - 02/01/2025 05:00:00","BZN|SE3","Without Sequence","10.71","",""
"02/01/2025 05:00:00 - 02/01/2025 05:15:00","BZN|SE3","Without Sequence","17.77","",""
"02/01/2025 05:15:00 - 02/01/2025 05:30:00","BZN|SE3","Without Sequence","17.77","",""
"02/01/2025 05:30:00 - 02/01/2025 05:45:00","BZN|SE3","Without Sequence","17.77","",""
"02/01/2025 05:45:00 - 02/01/2025 06:00:00","BZN|SE3","Without Sequence","17.77","",""
"02/01/2025 06:00:00 - 02/01/2025 06:15:00","BZN|SE3","Without Sequence","40.18","",""
"02/01/2025 06:15:00 - 02/01/2025 06:30:00","BZN|SE3","Without Sequence","40.18","",""
"02/01/2025 06:30:00 - 02/01/2025 06:45:00","BZN|SE3","Without Sequence","40.18","",""
"02/01/2025 06:45:00 - 02/01/2025 07:00:00","BZN|SE3","Without Sequence","40.18","",""
"02/01/2025 07:00:00 - 02/01/2025 07:15:00","BZN|SE3","Without Sequence","93.98","",""
"02/01/2025 07:15:00 - 02/01/2025 07:30:00","BZN|SE3","Without Sequence","93.98","",""
"02/01/2025 07:30:00 - 02/01/2025 07:45:00","BZN|SE3","Without Sequence","93.98","",""
"02/01/2025 07:45:00 - 02/01/2025 08:00:00","BZN|SE3","Without Sequence","93.98","",""
"02/01/2025 08:00:00 - 02/01/2025 08:15:00","BZN|SE3","Without Sequence","118.65","",""
"02/01/2025 08:15:00 - 02/01/2025 08:30:00","BZN|SE3","Without Sequence","118.65","",""
"02/01/2025 08:30:00 - 02/01/2025 08:45:00","BZN|SE3","Without Sequence","118.65","",""
"02/01/2025 08:45:00 - 02/01/2025 09:00:00","BZN|SE3","Without Sequence","118.65","",""
"02/01/2025 09:00:00 - 02/01/2025 09:15:00","BZN|SE3","Without Sequence","124.76","",""
"02/01/2025 09:15:00 - 02/01/2025 09:30:00","BZN|SE3","Without Sequence","124.76","",""
"02/01/2025 09:30:00 - 02/01/2025 09:45:00","BZN|SE3","Without Sequence","124.76","",""
"02/01/2025 09:45:00 - 02/01/2025 10:00:00","BZN|SE3","Without Sequence","124.76","",""
"02/01/2025 10:00:00 - 02/01/2025 10:15:00","BZN|SE3","Without Sequence","123.35","",""
"02/01/2025 10:15:00 - 02/01/2025 10:30:00","BZN|SE3","Without Sequence","123.35","",""
"02/01/2025 10:30:00 - 02/01/2025 10:45:00","BZN|SE3","Without Sequence","123.35","",""
"02/01/2025 10:45:00 - 02/01/2025 11:00:00","BZN|SE3","Without Sequence","123.35","",""
"02/01/2025 11:00:00 - 02/01/2025 11:15:00","BZN|SE3","Without Sequence","110.50","",""
"02/01/2025 11:15:00 - 02/01/2025 11:30:00","BZN|SE3","Without Sequence","110.50","",""
"02/01/2025 11:30:00 - 02/01/2025 11:45:00","BZN|SE3","Without Sequence","110.50","",""
"02/01/2025 11:45:00 - 02/01/2025 12:00:00","BZN|SE3","Without Sequence","110.50","",""
"02/01/2025 12:00:00 - 02/01/2025 12:15:00","BZN|SE3","Without Sequence","100.84","",""
"02/01/2025 12:15:00 - 02/01/2025 12:30:00","BZN|SE3","Without Sequence","100.84","",""
"02/01/2025 12:30:00 - 02/01/2025 12:45:00","BZN|SE3","Without Sequence","100.84","",""
"02/01/2025 12:45:00 - 02/01/2025 13:00:00","BZN|SE3","Without Sequence","100.84","",""
"02/01/2025 13:00:00 - 02/01/2025 13:15:00","BZN|SE3","Without Sequence","106.10","",""
"02/01/2025 13:15:00 - 02/01/2025 13:30:00","BZN|SE3","Without Sequence","106.10","",""
"02/01/2025 13:30:00 - 02/01/2025 13:45:00","BZN|SE3","Without Sequence","106.10","",""
"02/01/2025 13:45:00 - 02/01/2025 14:00:00","BZN|SE3","Without Sequence","106.10","",""
"02/01/2025 14:00:00 - 02/01/2025 14:15:00","BZN|SE3","Without Sequence","112.56","",""
"02/01/2025 14:15:00 - 02/01/2025 14:30:00","BZN|SE3","Without Sequence","112.56","",""
"02/01/2025 14:30:00 - 02/01/2025 14:45:00","BZN|SE3","Without Sequence","112.56","",""
"02/01/2025 14:45:00 - 02/01/2025 15:00:00","BZN|SE3","Without Sequence","112.56","",""
"02/01/2025 15:00:00 - 02/01/2025 15:15:00","BZN|SE3","Without Sequence","127.82","",""
"02/01/2025 15:15:00 - 02/01/2025 15:30:00","BZN|SE3","Without Sequence","127.82","",""
"02/01/2025 15:30:00 - 02/01/2025 15:45:00","BZN|SE3","Without Sequence","127.82","",""
"02/01/2025 15:45:00 - 02/01/2025 16:00:00","BZN|SE3","Without Sequence","127.82","",""
"02/01/2025 16:00:00 - 02/01/2025 16:15:00","BZN|SE3","Without Sequence","135.32","",""
"02/01/2025 16:15:00 - 02/01/2025 16:30:00","BZN|SE3","Without Sequence","135.32","",""
"02/01/2025 16:30:00 - 02/01/2025 16:45:00","BZN|SE3","Without Sequence","135.32","",""
"02/01/2025 16:45:00 - 02/01/2025 17:00:00","BZN|SE3","Without Sequence","135.32","",""
"02/01/2025 17:00:00 - 02/01/2025 17:15:00","BZN|SE3","Without Sequence","150.01","",""
"02/01/2025 17:15:00 - 02/01/2025 17:30:00","BZN|SE3","Without Sequence","150.01","",""
"02/01/2025 17:30:00 - 02/01/2025 17:45:00","BZN|SE3","Without Sequence","150.01","",""
"02/01/2025 17:45:00 - 02/01/2025 18:00:00","BZN|SE3","Without Sequence","150.01","",""
"02/01/2025 18:00:00 - 02/01/2025 18:15:00","BZN|SE3","Without Sequence","147.02","",""
"02/01/2025 18:15:00 - 02/01/2025 18:30:00","BZN|SE3","Without Sequence","147.02","",""
"02/01/2025 18:30:00 - 02/01/2025 18:45:00","BZN|SE3","Without Sequence","147.02","",""
"02/01/2025 18:45:00 - 02/01/2025 19:00:00","BZN|SE3","Without Sequence","147.02","",""
"02/01/2025 19:00:00 - 02/01/2025 19:15:00","BZN|SE3","Without Sequence","108.33","",""
"02/01/2025 19:15:00 - 02/01/2025 19:30:00","BZN|SE3","Without Sequence","108.33","",""
"02/01/2025 19:30:00 - 02/01/2025 19:45:00","BZN|SE3","Without Sequence","108.33","",""
"02/01/2025 19:45:00 - 02/01/2025 20:00:00","BZN|SE3","Without Sequence","108.33","",""
"02/01/2025 20:00:00 - 02/01/2025 20:15:00","BZN|SE3","Without Sequence","103.54","",""
"02/01/2025 20:15:00 - 02/01/2025 20:30:00","BZN|SE3","Without Sequence","103.54","",""
"02/01/2025 20:30:00 - 02/01/2025 20:45:00","BZN|SE3","Without Sequence","103.54","",""
"02/01/2025 20:45:00 - 02/01/2025 21:00:00","BZN|SE3","Without Sequence","103.54","",""
"02/01/2025 21:00:00 - 02/01/2025 21:15:00","BZN|SE3","Without Sequence","76.35","",""
"02/01/2025 21:15:00 - 02/01/2025 21:30:00","BZN|SE3","Without Sequence","76.35","",""
"02/01/2025 21:30:00 - 02/01/2025 21:45:00","BZN|SE3","Without Sequence","76.35","",""
"02/01/2025 21:45:00 - 02/01/2025 22:00:00","BZN|SE3","Without Sequence","76.35","",""
"02/01/2025 22:00:00 - 02/01/2025 22:15:00","BZN|SE3","Without Sequence","61.86","",""
"02/01/2025 22:15:00 - 02/01/2025 22:30:00","BZN|SE3","Without Sequence","61.86","",""
"02/01/2025 22:30:00 - 02/01/2025 22:45:00","BZN|SE3","Without Sequence","61.86","",""
"02/01/2025 22:45:00 - 02/01/2025 23:00:00","BZN|SE3","Without Sequence","61.86","",""
"02/01/2025 23:00:00 - 02/01/2025 23:15:00","BZN|SE3","Without Sequence","49.16","",""
"02/01/2025 23:15:00 - 02/01/2025 23:30:00","BZN|SE3","Without Sequence","49.16","",""
"02/01/2025 23:30:00 - 02/01/2025 23:45:00","BZN|SE3","Without Sequence","49.16","",""
"02/01/2025 23:45:00 - 03/01/2025 00:00:00","BZN|SE3","Without Sequence","49.16","",""
"03/01/2025 00:00:00 - 03/01/2025 00:15:00","BZN|SE3","Without Sequence","43.01","",""
"03/01/2025 00:15:00 - 03/01/2025 00:30:00","BZN|SE3","Without Sequence","43.01","",""
"03/01/2025 00:30:00 - 03/01/2025 00:45:00","BZN|SE3","Without Sequence","43.01","",""
"03/01/2025 00:45:00 - 03/01/2025 01:00:00","BZN|SE3","Without Sequence","43.01","",""
"03/01/2025 01:00:00 - 03/01/2025 01:15:00","BZN|SE3","Without Sequence","38.15","",""
"03/01/2025 01:15:00 - 03/01/2025 01:30:00","BZN|SE3","Without Sequence","38.15","",""
"03/01/2025 01:30:00 - 03/01/2025 01:45:00","BZN|SE3","Without Sequence","38.15","",""
"03/01/2025 01:45:00 - 03/01/2025 02:00:00","BZN|SE3","Without Sequence","38.15","",""
"03/01/2025 02:00:00 - 03/01/2025 02:15:00","BZN|SE3","Without Sequence","35.22","",""
"03/01/2025 02:15:00 - 03/01/2025 02:30:00","BZN|SE3","Without Sequence","35.22","",""
"03/01/2025 02:30:00 - 03/01/2025 02:45:00","BZN|SE3","Without Sequence","35.22","",""
"03/01/2025 02:45:00 - 03/01/2025 03:00:00","BZN|SE3","Without Sequence","35.22","",""
"03/01/2025 03:00:00 - 03/01/2025 03:15:00","BZN|SE3","Without Sequence","33.43","",""
"03/01/2025 03:15:00 - 03/01/2025 03:30:00","BZN|SE3","Without Sequence","33.43","",""
"03/01/2025 03:30:00 - 03/01/2025 03:45:00","BZN|SE3","Without Sequence","33.43","",""
"03/01/2025 03:45:00 - 03/01/2025 04:00:00","BZN|SE3","Without Sequence","33.43","",""
"03/01/2025 04:00:00 - 03/01/2025 04:15:00","BZN|SE3","Without Sequence","29.73","",""
"03/01/2025 04:15:00 - 03/01/2025 04:30:00","BZN|SE3","Without Sequence","29.73","",""
"03/01/2025 04:30:00 - 03/01/2025 04:45:00","BZN|SE3","Without Sequence","29.73","",""
"03/01/2025 04:45:00 - 03/01/2025 05:00:00","BZN|SE3","Without Sequence","29.73","",""
"03/01/2025 05:00:00 - 03/01/2025 05:15:00","BZN|SE3","Without Sequence","30.58","",""
"03/01/2025 05:15:00 - 03/01/2025 05:30:00","BZN|SE3","Without Sequence","30.58","",""
"03/01/2025 05:30:00 - 03/01/2025 05:45:00","BZN|SE3","Without Sequence","30.58","",""
"03/01/2025 05:45:00 - 03/01/2025 06:00:00","BZN|SE3","Without Sequence","30.58","",""
"03/01/2025 06:00:00 - 03/01/2025 06:15:00","BZN|SE3","Without Sequence","38.36","",""
"03/01/2025 06:15:00 - 03/01/2025 06:30:00","BZN|SE3","Without Sequence","38.36","",""
"03/01/2025 06:30:00 - 03/01/2025 06:45:00","BZN|SE3","Without Sequence","38.36","",""
"03/01/2025 06:45:00 - 03/01/2025 07:00:00","BZN|SE3","Without Sequence","38.36","",""
"03/01/2025 07:00:00 - 03/01/2025 07:15:00","BZN|SE3","Without Sequence","52.32","",""
"03/01/2025 07:15:00 - 03/01/2025 07:30:00","BZN|SE3","Without Sequence","52.32","",""
"03/01/2025 07:30:00 - 03/01/2025 07:45:00","BZN|SE3","Without Sequence","52.32","",""
"03/01/2025 07:45:00 - 03/01/2025 08:00:00","BZN|SE3","Without Sequence","52.32","",""
"03/01/2025 08:00:00 - 03/01/2025 08:15:00","BZN|SE3","Without Sequence","80.90","",""
"03/01/2025 08:15:00 - 03/01/2025 08:30:00","BZN|SE3","Without Sequence","80.90","",""
"03/01/2025 08:30:00 - 03/01/2025 08:45:00","BZN|SE3","Without Sequence","80.90","",""
"03/01/2025 08:45:00 - 03/01/2025 09:00:00","BZN|SE3","Without Sequence","80.90","",""
"03/01/2025 09:00:00 - 03/01/2025 09:15:00","BZN|SE3","Without Sequence","80.17","",""
"03/01/2025 09:15:00 - 03/01/2025 09:30:00","BZN|SE3","Without Sequence","80.17","",""
"03/01/2025 09:30:00 - 03/01/2025 09:45:00","BZN|SE3","Without Sequence","80.17","",""
"03/01/2025 09:45:00 - 03/01/2025 10:00:00","BZN|SE3","Without Sequence","80.17","",""
"03/01/2025 10:00:00 - 03/01/2025 10:15:00","BZN|SE3","Without Sequence","76.13","",""
"03/01/2025 10:15:00 - 03/01/2025 10:30:00","BZN|SE3","Without Sequence","76.13","",""
"03/01/2025 10:30:00 - 03/01/2025 10:45:00","BZN|SE3","Without Sequence","76.13","",""
"03/01/2025 10:45:00 - 03/01/2025 11:00:00","BZN|SE3","Without Sequence","76.13","",""
"03/01/2025 11:00:00 - 03/01/2025 11:15:00","BZN|SE3","Without Sequence","68.57","",""
"03/01/2025 11:15:00 - 03/01/2025 11:30:00","BZN|SE3","Without Sequence","68.57","",""
"03/01/2025 11:30:00 - 03/01/2025 11:45:00","BZN|SE3","Without Sequence","68.57","",""
"03/01/2025 11:45:00 - 03/01/2025 12:00:00","BZN|SE3","Without Sequence","68.57","",""
"03/01/2025 12:00:00 - 03/01/2025 12:15:00","BZN|SE3","Without Sequence","55.04","",""
"03/01/2025 12:15:00 - 03/01/2025 12:30:00","BZN|SE3","Without Sequence","55.04","",""
"03/01/2025 12:30:00 - 03/01/2025 12:45:00","BZN|SE3","Without Sequence","55.04","",""
"03/01/2025 12:45:00 - 03/01/2025 13:00:00","BZN|SE3","Without Sequence","55.04","",""
"03/01/2025 13:00:00 - 03/01/2025 13:15:00","BZN|SE3","Without Sequence","53.49","",""
"03/01/2025 13:15:00 - 03/01/2025 13:30:00","BZN|SE3","Without Sequence","53.49","",""
"03/01/2025 13:30:00 - 03/01/2025 13:45:00","BZN|SE3","Without Sequence","53.49","",""
"03/01/2025 13:45:00 - 03/01/2025 14:00:00","BZN|SE3","Without Sequence","53.49","",""
"03/01/2025 14:00:00 - 03/01/2025 14:15:00","BZN|SE3","Without Sequence","53.96","",""
"03/01/2025 14:15:00 - 03/01/2025 14:30:00","BZN|SE3","Without Sequence","53.96","",""
"03/01/2025 14:30:00 - 03/01/2025 14:45:00","BZN|SE3","Without Sequence","53.96","",""
"03/01/2025 14:45:00 - 03/01/2025 15:00:00","BZN|SE3","Without Sequence","53.96","",""
"03/01/2025 15:00:00 - 03/01/2025 15:15:00","BZN|SE3","Without Sequence","73.75","",""
"03/01/2025 15:15:00 - 03/01/2025 15:30:00","BZN|SE3","Without Sequence","73.75","",""
"03/01/2025 15:30:00 - 03/01/2025 15:45:00","BZN|SE3","Without Sequence","73.75","",""
"03/01/2025 15:45:00 - 03/01/2025 16:00:00","BZN|SE3","Without Sequence","73.75","",""
"03/01/2025 16:00:00 - 03/01/2025 16:15:00","BZN|SE3","Without Sequence","100.74","",""
"03/01/2025 16:15:00 - 03/01/2025 16:30:00","BZN|SE3","Without Sequence","100.74","",""
"03/01/2025 16:30:00 - 03/01/2025 16:45:00","BZN|SE3","Without Sequence","100.74","",""
"03/01/2025 16:45:00 - 03/01/2025 17:00:00","BZN|SE3","Without Sequence","100.74","",""
"03/01/2025 17:00:00 - 03/01/2025 17:15:00","BZN|SE3","Without Sequence","106.39","",""
"03/01/2025 17:15:00 - 03/01/2025 17:30:00","BZN|SE3","Without Sequence","106.39","",""
"03/01/2025 17:30:00 - 03/01/2025 17:45:00","BZN|SE3","Without Sequence","106.39","",""
"03/01/2025 17:45:00 - 03/01/2025 18:00:00","BZN|SE3","Without Sequence","106.39","",""
"03/01/2025 18:00:00 - 03/01/2025 18:15:00","BZN|SE3","Without Sequence","109.22","",""
"03/01/2025 18:15:00 - 03/01/2025 18:30:00","BZN|SE3","Without Sequence","109.22","",""
"03/01/2025 18:30:00 - 03/01/2025 18:45:00","BZN|SE3","Without Sequence","109.22","",""
"03/01/2025 18:45:00 - 03/01/2025 19:00:00","BZN|SE3","Without Sequence","109.22","",""
"03/01/2025 19:00:00 - 03/01/2025 19:15:00","BZN|SE3","Without Sequence","101.27","",""
"03/01/2025 19:15:00 - 03/01/2025 19:30:00","BZN|SE3","Without Sequence","101.27","",""
"03/01/2025 19:30:00 - 03/01/2025 19:45:00","BZN|SE3","Without Sequence","101.27","",""
